                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.62986,                 3.4668,                0.87959,                0.63986,                 4.1312,                0.87504,                0.45344,                0.68392,                0.52635,                 0.3869,                0.99028,                 2.8554,                0.88534,                 1.0177,                 2.6335,                0.89454,                0.00012,                0.00012,                0.00012
                      2,                0.90734,                 1.6635,                 0.9759,                0.91827,                 2.4388,                0.96593,                 0.8812,                0.71667,                0.81308,                 0.6315,                0.83339,                 1.3523,                0.89377,                0.81441,                 1.0285,                0.88306,             0.00025871,             0.00025871,             0.00025871
                      3,                0.66558,                0.74349,                0.91207,                0.72238,                 1.1844,                0.90365,                0.44465,                0.27564,                 0.2796,                0.16532,                 1.7161,                 1.7649,                 1.3838,                 1.8736,                 2.1887,                 1.3636,             0.00039604,             0.00039604,             0.00039604
                      4,                0.65393,                0.64086,                 0.9064,                0.71674,                0.78533,                0.91801,                0.44465,                0.27564,                 0.2796,                0.16532,                 3.7664,                 360.13,                 2.8575,                 5.2266,                 23.444,                 3.9014,             0.00053198,             0.00053198,             0.00053198
                      5,                0.71648,                0.60164,                0.90889,                0.78874,                0.66705,                0.91884,                0.00043,                0.00897,                0.00022,                  7e-05,                 4.8057,                 2360.6,                 10.248,                  5.755,                 3058.6,                 15.491,             0.00066654,             0.00066654,             0.00066654
                      6,                0.74471,                0.59601,                0.93998,                0.81337,                0.60477,                0.95268,                0.00117,                0.02436,                 0.0006,                0.00012,                 3.7452,                 949.71,                 12.424,                 5.4467,                 244.51,                 33.206,             0.00079971,             0.00079971,             0.00079971
                      7,                 0.8591,                0.65211,                0.96786,                 0.9631,                0.64317,                0.98539,                0.00117,                0.02436,                 0.0006,                0.00012,                 3.9127,                  37907,                 167.27,                 1.0508,             2.7339e+05,                 13.334,             0.00093149,             0.00093149,             0.00093149
                      8,                0.78396,                0.59031,                0.92633,                0.88707,                0.53455,                0.94401,                  6e-05,                0.00128,                  3e-05,                  1e-05,                 4.0121,             1.7438e+06,                 259.11,                 0.5458,             8.3314e+05,                  33.52,              0.0010619,              0.0010619,              0.0010619
                      9,                0.80004,                0.64695,                0.94729,                0.90389,                0.78042,                0.97981,                0.00025,                0.00513,                0.00012,                  2e-05,                 4.0842,                 1398.5,                 74.281,                 0.1763,              4.363e+06,                0.95519,              0.0011909,              0.0011909,              0.0011909
                     10,                0.79227,                0.59934,                0.96618,                0.88607,                0.70722,                0.98872,                0.00031,                0.00641,                0.00016,                  6e-05,                  4.385,                 641.55,                 13.224,                0.31504,             2.0465e+06,                 7.4856,              0.0013185,              0.0013185,              0.0013185
                     11,                0.90762,                0.60293,                 1.0171,                 1.0059,                0.63729,                 1.0275,                0.00031,                0.00641,                0.00016,                  6e-05,                 3.9563,                  39327,                 14.478,                0.31627,             5.3002e+06,                 11.837,              0.0014448,              0.0014448,              0.0014448
                     12,                 1.1234,                0.73644,                 1.0509,                 1.2286,                 0.7153,                 1.0552,                0.00012,                0.00256,                  6e-05,                  2e-05,                 5.2277,             1.5683e+05,                 836.15,                0.50962,                  2.365,                0.57784,              0.0015696,              0.0015696,              0.0015696
                     13,                0.93706,                0.60312,                0.99845,                 1.0589,                0.55745,                 1.0336,                0.65395,                0.38279,                0.40475,                0.22082,                 2.0628,                 1448.4,                 9.3595,                 1.6093,                 1.9406,                 1.3783,              0.0016931,              0.0016931,              0.0016931
                     14,                0.97745,                 0.6664,                 1.0164,                 1.0792,                0.61609,                 1.0407,                0.61545,                0.48333,                0.51396,                0.28584,                 1.5898,                 1.3542,                 1.4838,                 1.6584,                 1.8706,                 1.3938,              0.0018152,              0.0018152,              0.0018152
                     15,                 1.0046,                0.74086,                 1.0002,                 1.1207,                0.76492,                 1.0293,                0.00889,                0.18462,                0.01138,                0.00458,                 3.6314,                   11.1,                  8.208,                 3.5352,                 11.555,                   3.56,              0.0018614,              0.0018614,              0.0018614
                     16,                0.96909,                0.76531,                 1.0073,                 1.0884,                0.64305,                 1.0391,                0.00191,                0.03974,                0.00099,                0.00023,                 3.7371,                 12.043,                 8.3012,                 3.3412,                 17.169,                 4.5566,              0.0018614,              0.0018614,              0.0018614
                     17,                0.79511,                0.67755,                0.95811,                0.98216,                0.69171,                 1.0117,                0.00056,                0.01154,                0.00028,                 0.0001,                 3.7032,                 20.526,                 11.545,                0.02208,                 70.329,                0.02772,              0.0018515,              0.0018515,              0.0018515
                     18,                0.83705,                 0.6498,                0.97276,                 1.0066,                0.65753,                 1.0071,                0.51891,                0.15385,                0.16038,                 0.1177,                 2.1951,                 5.5715,                 2.0724,                 2.5329,                  7.206,                 2.2283,              0.0018416,              0.0018416,              0.0018416
                     19,                 0.7919,                0.55261,                0.98044,                0.92891,                0.50576,                 1.0142,                0.82349,                0.59359,                0.68219,                0.45942,                 1.2552,                 1.3238,                 1.1634,                 1.4558,                 1.7993,                 1.1976,              0.0018317,              0.0018317,              0.0018317
                     20,                 0.7754,                0.54445,                0.92608,                0.92572,                0.50203,                0.95386,                0.82349,                0.59359,                0.68219,                0.45942,                 4.1384,                  8.058,                 6.5987,                  3.984,                 82.324,                 4.7135,              0.0018218,              0.0018218,              0.0018218
                     21,                0.74437,                  0.524,                0.93659,                0.88307,                0.44652,                0.98002,                0.82349,                0.59359,                0.68219,                0.45942,                 4.0204,                 18.304,                 9.9196,                  6.646,                 1801.6,                 2.4984,              0.0018119,              0.0018119,              0.0018119
                     22,                0.83803,                0.54345,                0.95646,                0.99901,                0.48667,                 1.0052,                0.82349,                0.59359,                0.68219,                0.45942,                 3.8016,                 5.4641,                 5.4269,                 4.7214,                 28.301,                 5.0948,               0.001802,               0.001802,               0.001802
                     23,                0.74995,                0.48763,                0.93848,                0.87413,                0.41711,                0.97576,                0.82349,                0.59359,                0.68219,                0.45942,                 3.9459,                 8.3468,                 7.7687,                 4.8358,                 44.669,                 7.1933,              0.0017921,              0.0017921,              0.0017921
                     24,                0.70382,                0.47382,                0.91547,                0.85214,                0.43478,                0.95441,                0.83478,                0.10365,                0.19253,                0.10944,                 2.3347,                 2.0916,                 1.7065,                 2.5024,                 4.5641,                 1.7131,              0.0017822,              0.0017822,              0.0017822
                     25,                0.69714,                0.46588,                0.92286,                0.83821,                0.40594,                0.95624,                0.79082,                0.71667,                0.79481,                0.50595,                 1.1001,                 1.0114,                 1.0918,                 1.3997,                 1.0151,                 1.1973,              0.0017723,              0.0017723,              0.0017723
                     26,                0.71539,                0.47788,                0.91094,                0.86037,                0.41867,                0.93312,                 0.7681,                0.72949,                0.77155,                 0.5051,                 1.0261,                0.83612,                 1.0534,                 1.3386,                0.97005,                 1.1688,              0.0017624,              0.0017624,              0.0017624
                     27,                0.68249,                0.47598,                0.91557,                0.83026,                0.41859,                0.95343,                0.92723,                0.84103,                0.91395,                0.67592,                0.83579,                0.64794,                0.93349,                 1.0163,                0.61382,                0.98897,              0.0017525,              0.0017525,              0.0017525
                     28,                0.73704,                0.46912,                0.91956,                0.86352,                0.39966,                0.95125,                0.93085,                0.84563,                0.90038,                0.69941,                0.77362,                0.64407,                0.90405,                0.94313,                0.75315,                0.94406,              0.0017426,              0.0017426,              0.0017426
                     29,                0.73042,                0.44526,                 0.9211,                0.86978,                 0.4009,                0.94483,                0.95447,                0.86923,                0.91767,                0.70266,                0.79939,                0.61171,                 0.9048,                0.94621,                0.62383,                0.94568,              0.0017327,              0.0017327,              0.0017327
                     30,                0.72344,                0.44309,                0.90723,                0.86339,                0.36661,                0.94083,                0.82116,                0.33205,                0.39166,                 0.2902,                 1.2767,                 1.3732,                 1.1106,                 1.6343,                 3.2971,                 1.2154,              0.0017228,              0.0017228,              0.0017228
                     31,                0.71572,                0.43796,                0.89561,                0.81303,                0.37389,                0.91467,                0.78223,                0.08077,                0.08483,                 0.0602,                 2.9137,                 6.9153,                 3.2706,                 2.6351,                  4.174,                 1.6958,              0.0017129,              0.0017129,              0.0017129
                     32,                0.67129,                0.41962,                0.89431,                0.79792,                0.37055,                0.92515,                0.45189,                0.02692,                0.02592,                0.02049,                 3.7774,                 5.9721,                 2.7195,                 3.4826,                 10.344,                 2.2984,               0.001703,               0.001703,               0.001703
                     33,                0.61918,                0.40426,                0.89471,                0.72828,                0.37725,                0.92229,                0.26342,                0.00897,                0.00834,                0.00695,                 3.8092,                 6.0972,                 2.7267,                  3.212,                 10.763,                 2.2492,              0.0016931,              0.0016931,              0.0016931
                     34,                0.64817,                0.40231,                0.89889,                0.75816,                 0.3539,                0.92691,                0.44494,                0.04522,                0.04331,                0.03564,                 2.8287,                 4.5421,                 1.9855,                 2.4961,                 7.0107,                 1.6957,              0.0016832,              0.0016832,              0.0016832
                     35,                0.60454,                0.38123,                0.87105,                0.75821,                0.33805,                0.90534,                0.18062,                0.02308,                0.01611,                0.01301,                 3.3239,                 5.2228,                 2.2094,                 2.9529,                 6.4718,                 1.8793,              0.0016733,              0.0016733,              0.0016733
                     36,                0.62496,                0.40708,                0.87583,                0.78396,                0.38429,                0.91497,                 0.4226,                0.05513,                0.06332,                0.04894,                 2.3355,                 4.3502,                 1.7446,                 2.3415,                 5.8634,                 1.6965,              0.0016634,              0.0016634,              0.0016634
                     37,                0.60396,                0.39663,                0.87542,                0.71258,                0.33881,                0.90329,                0.45078,                 0.1141,                0.11924,                0.08951,                 1.8735,                 3.3605,                 1.4708,                  1.951,                 5.1431,                 1.5434,              0.0016535,              0.0016535,              0.0016535
                     38,                0.60758,                0.38799,                0.87583,                0.72343,                0.34046,                0.90396,                 0.6457,                0.42436,                0.46256,                 0.2866,                 1.2127,                 1.2468,                 1.1352,                 1.4312,                 2.3804,                 1.2165,              0.0016436,              0.0016436,              0.0016436
                     39,                0.63289,                 0.4151,                0.88212,                0.78383,                0.38828,                0.91278,                0.80411,                 0.6859,                0.80121,                0.51997,                0.99824,                0.82717,                 1.0724,                 1.2378,                 1.2266,                 1.1536,              0.0016337,              0.0016337,              0.0016337
                     40,                0.58497,                0.38026,                0.87498,                0.73308,                0.32005,                0.91031,                0.84848,                 0.8184,                0.87357,                0.63414,                0.86313,                0.61471,                 1.0124,                  1.056,                0.79956,                 1.0785,              0.0016238,              0.0016238,              0.0016238
                     41,                0.60374,                0.38265,                0.87942,                0.71894,                0.32019,                 0.9083,                0.89186,                0.85256,                0.90918,                0.67354,                0.85293,                0.57084,                0.98977,                 1.0109,                 0.6751,                 1.0396,              0.0016139,              0.0016139,              0.0016139
                     42,                 0.5864,                0.37156,                0.89447,                0.71468,                0.31684,                0.92669,                0.88014,                0.85671,                 0.9084,                 0.6889,                0.73573,                0.49664,                0.93309,                0.92574,                0.55901,                0.97989,               0.001604,               0.001604,               0.001604
                     43,                0.58251,                0.38973,                0.87221,                0.71901,                0.31809,                0.90499,                0.84252,                0.81667,                0.88266,                0.64989,                0.86687,                0.62561,                0.99232,                 1.0314,                0.76408,                 1.0441,              0.0015941,              0.0015941,              0.0015941
                     44,                0.58864,                0.38839,                0.88182,                0.68802,                0.30763,                 0.9128,                0.92592,                0.84103,                 0.9311,                0.73351,                0.71298,                0.46461,                0.90654,                0.82454,                0.54667,                0.93585,              0.0015842,              0.0015842,              0.0015842
                     45,                0.56408,                0.36915,                0.85005,                0.66426,                0.28694,                0.87294,                0.87779,                0.89231,                0.93425,                0.74215,                0.69087,                0.48846,                0.90643,                0.82368,                0.51237,                 0.9354,              0.0015743,              0.0015743,              0.0015743
                     46,                0.58901,                0.38266,                0.87079,                0.72784,                 0.3121,                0.90347,                0.93742,                0.82576,                0.93626,                0.74608,                 0.6748,                0.47055,                0.89375,                0.80368,                0.50191,                0.92774,              0.0015644,              0.0015644,              0.0015644
                     47,                0.57114,                0.36717,                0.86413,                0.69671,                0.31623,                0.89238,                0.96343,                0.88974,                0.94741,                0.76735,                0.66454,                0.40981,                0.89111,                 0.7587,                0.39356,                0.91293,              0.0015545,              0.0015545,              0.0015545
                     48,                  0.551,                0.35844,                 0.8723,                0.65085,                0.28233,                0.89491,                0.95436,                0.89231,                0.94888,                0.78231,                0.61619,                0.38963,                0.87879,                0.73412,                0.38206,                0.90985,              0.0015446,              0.0015446,              0.0015446
                     49,                 0.5413,                0.34746,                0.85891,                0.64931,                0.29575,                0.88346,                0.93372,                0.90309,                0.95349,                0.77953,                0.62549,                0.38844,                0.88143,                0.73264,                0.38398,                0.90766,              0.0015347,              0.0015347,              0.0015347
                     50,                0.52332,                0.34566,                0.85874,                0.63479,                0.28523,                0.88572,                0.91419,                0.90146,                0.95025,                0.76624,                0.66243,                0.41597,                0.88563,                 0.7732,                0.38964,                0.91733,              0.0015248,              0.0015248,              0.0015248
                     51,                0.55508,                0.35481,                0.87013,                0.66051,                 0.2739,                0.89755,                0.95515,                0.88718,                0.95134,                0.77629,                0.64673,                0.40564,                0.87765,                0.75389,                0.38393,                0.90908,              0.0015149,              0.0015149,              0.0015149
                     52,                 0.5594,                0.36373,                0.88276,                 0.6595,                0.30457,                0.90397,                0.91867,                0.91235,                0.94765,                0.77463,                0.62526,                  0.426,                0.86933,                0.73741,                0.39495,                0.89562,               0.001505,               0.001505,               0.001505
                     53,                0.56648,                0.38759,                0.88397,                0.68137,                0.31042,                0.91372,                0.89824,                0.89231,                0.93419,                0.74648,                0.68323,                0.48636,                0.89065,                0.81165,                0.46516,                0.91922,              0.0014951,              0.0014951,              0.0014951
                     54,                0.58924,                 0.3752,                0.87027,                0.69088,                0.32127,                0.89996,                0.89406,                0.72564,                0.85845,                0.64472,                0.82559,                0.56346,                0.98435,                0.99985,                0.67087,                 1.0467,              0.0014852,              0.0014852,              0.0014852
                     55,                0.56565,                0.36861,                0.87489,                0.69263,                 0.3057,                0.90555,                0.94824,                0.91602,                0.96006,                0.77244,                0.67994,                0.40807,                  0.883,                0.77238,                0.36115,                0.90085,              0.0014753,              0.0014753,              0.0014753
                     56,                 0.5206,                0.33762,                0.85155,                0.61371,                0.27838,                0.87088,                0.95842,                0.88653,                0.94286,                0.76204,                0.67513,                 0.4325,                0.88777,                0.79192,                 0.4245,                0.91132,              0.0014654,              0.0014654,              0.0014654
                     57,                0.53682,                0.34319,                0.85594,                0.63888,                0.28626,                 0.8774,                0.95009,                 0.8859,                0.94748,                0.77347,                0.64637,                0.41571,                 0.8762,                 0.7535,                 0.4281,                0.89942,              0.0014555,              0.0014555,              0.0014555
                     58,                0.56255,                0.34622,                  0.869,                0.64834,                0.29576,                0.88871,                0.76295,                0.37179,                0.47109,                0.37344,                 1.1096,                 1.9082,                 1.0641,                 1.2959,                 2.9255,                 1.2032,              0.0014456,              0.0014456,              0.0014456
                     59,                0.53615,                0.34255,                 0.8466,                0.62646,                0.27883,                0.86787,                0.81701,                0.25897,                0.36081,                 0.2849,                  1.247,                 2.4253,                 1.1383,                 1.3658,                 3.8257,                 1.2955,              0.0014357,              0.0014357,              0.0014357
                     60,                0.55023,                0.34098,                 0.8529,                0.64347,                0.29899,                0.87867,                0.84748,                0.29615,                0.38987,                0.31405,                 1.2503,                 2.3439,                 1.1279,                 1.4069,                 3.7266,                 1.3007,              0.0014258,              0.0014258,              0.0014258
                     61,                0.52247,                0.33414,                0.86851,                0.63177,                0.28123,                0.89435,                0.85149,                0.29402,                0.35165,                0.28742,                 1.3001,                 2.4089,                 1.1544,                  1.589,                 3.8274,                 1.3974,              0.0014159,              0.0014159,              0.0014159
                     62,                0.50803,                0.31994,                0.85684,                0.59455,                0.25861,                0.87688,                0.81407,                0.49359,                0.61197,                0.49173,                0.80142,                 1.1324,                0.94946,                0.92429,                 2.1118,                 1.0248,               0.001406,               0.001406,               0.001406
                     63,                0.51177,                0.33272,                0.85951,                0.59855,                0.26414,                0.88047,                0.81833,                0.54615,                0.71805,                 0.5619,                 0.7773,                0.79309,                0.93716,                0.90016,                  1.721,                0.99629,              0.0013961,              0.0013961,              0.0013961
                     64,                0.51655,                0.32351,                0.85116,                0.61467,                0.25331,                0.88065,                0.87894,                0.72601,                0.80659,                0.62412,                0.78193,                0.59402,                0.93355,                0.94704,                0.94334,                0.99625,              0.0013862,              0.0013862,              0.0013862
                     65,                0.54151,                0.34182,                0.85961,                0.62465,                0.27975,                0.88196,                 0.8403,                0.69482,                0.76716,                0.56053,                0.95018,                0.66848,                0.99713,                 1.1893,                 1.0484,                 1.0861,              0.0013763,              0.0013763,              0.0013763
                     66,                0.54783,                0.34839,                0.86856,                0.64161,                0.29936,                0.88694,                0.57801,                0.44615,                0.47513,                0.27538,                 1.6681,                 1.2933,                 1.3369,                   1.86,                 1.7072,                 1.3921,              0.0013664,              0.0013664,              0.0013664
                     67,                0.50776,                0.33676,                0.84024,                0.61508,                0.30944,                0.86968,                0.60186,                0.55256,                0.58037,                 0.3492,                 1.3763,                0.99899,                  1.229,                 1.6173,                 1.4811,                 1.3287,              0.0013565,              0.0013565,              0.0013565
                     68,                0.49452,                0.32949,                0.87227,                0.58336,                0.28606,                0.89256,                0.75808,                0.76667,                0.80883,                0.55421,                0.89998,                0.71478,                 1.0329,                 1.1333,                0.95766,                 1.1255,              0.0013466,              0.0013466,              0.0013466
                     69,                0.48867,                0.31002,                0.83925,                0.57521,                0.24763,                0.86212,                0.79282,                0.85769,                0.87908,                0.62357,                0.81642,                0.66146,                0.99045,                 1.0026,                0.80777,                  1.063,              0.0013367,              0.0013367,              0.0013367
                     70,                0.49593,                 0.3207,                0.84842,                0.57783,                0.27975,                0.86832,                0.91317,                 0.8859,                0.93323,                0.72008,                0.69231,                0.47971,                0.92036,                0.85047,                0.53166,                 0.9723,              0.0013268,              0.0013268,              0.0013268
                     71,                0.51733,                0.32514,                0.84394,                0.62705,                0.28276,                0.87067,                0.88005,                0.87474,                0.91394,                0.69472,                  0.712,                0.52594,                0.92822,                0.90777,                0.58553,                0.99951,              0.0013169,              0.0013169,              0.0013169
                     72,                0.49901,                0.33048,                0.85261,                0.60527,                0.27697,                0.88484,                0.90681,                0.85128,                0.91402,                0.72918,                0.67678,                0.46603,                 0.9027,                0.83057,                0.53382,                0.94569,               0.001307,               0.001307,               0.001307
                     73,                0.48414,                0.33078,                0.83648,                0.58819,                0.27693,                0.86126,                0.93342,                0.85513,                 0.9295,                 0.7429,                0.64652,                  0.448,                 0.8913,                0.80972,                0.48913,                0.93618,              0.0012971,              0.0012971,              0.0012971
                     74,                0.49386,                0.32127,                0.84421,                0.60099,                0.29972,                 0.8733,                0.90448,                0.88077,                0.93465,                0.75304,                0.63503,                0.42236,                0.88565,                0.78891,                0.51781,                0.92304,              0.0012872,              0.0012872,              0.0012872
                     75,                0.50917,                0.33592,                0.85456,                0.61665,                0.29234,                0.88383,                0.90009,                0.81667,                 0.8969,                0.72765,                0.66472,                0.47733,                 0.8902,                0.82652,                 0.6264,                0.93468,              0.0012773,              0.0012773,              0.0012773
                     76,                0.48288,                0.32234,                0.84032,                0.60849,                0.28933,                0.86519,                0.91732,                0.88718,                0.94258,                0.79016,                0.59615,                0.39528,                0.86264,                0.70591,                0.46892,                 0.8869,              0.0012674,              0.0012674,              0.0012674
                     77,                0.47416,                0.30931,                0.83921,                0.57334,                0.27437,                0.85872,                0.93028,                0.90666,                0.95402,                0.80735,                0.58549,                0.37775,                0.85824,                0.67962,                0.41361,                0.87714,              0.0012575,              0.0012575,              0.0012575
                     78,                0.47889,                 0.3187,                 0.8463,                0.57589,                0.28768,                0.86498,                0.97095,                0.89975,                0.96136,                0.80859,                0.58755,                0.35472,                0.85655,                0.68623,                0.34647,                0.87587,              0.0012476,              0.0012476,              0.0012476
                     79,                0.49046,                0.31477,                0.83971,                0.58851,                0.25294,                0.85976,                0.95978,                0.93205,                0.96322,                0.80777,                 0.5732,                0.35034,                0.85333,                0.69566,                0.32721,                0.87435,              0.0012377,              0.0012377,              0.0012377
                     80,                0.48192,                0.31237,                0.83679,                0.57617,                0.23204,                0.85868,                0.95093,                0.91926,                0.95857,                0.80976,                0.56176,                0.34143,                0.85502,                0.66726,                0.33852,                0.87628,              0.0012278,              0.0012278,              0.0012278
                     81,                0.43834,                0.28289,                0.84014,                 0.5186,                0.22176,                0.85985,                0.93913,                0.91282,                0.95744,                0.80635,                 0.5676,                0.35549,                 0.8631,                0.68347,                0.37687,                0.89114,              0.0012179,              0.0012179,              0.0012179
                     82,                0.46793,                0.29823,                0.84087,                0.57291,                0.24583,                0.86099,                0.94741,                0.87564,                0.94674,                0.78041,                0.61312,                0.41929,                0.87977,                0.73943,                0.44908,                0.90874,               0.001208,               0.001208,               0.001208
                     83,                0.47032,                0.29947,                 0.8404,                0.54867,                0.23819,                0.85712,                0.94945,                0.89103,                0.95029,                0.79639,                0.59377,                0.37762,                0.86315,                0.69777,                0.36821,                0.89052,              0.0011981,              0.0011981,              0.0011981
                     84,                0.44901,                0.29459,                0.84779,                0.54671,                0.25048,                 0.8739,                0.96688,                0.89103,                0.95694,                0.79596,                0.58675,                0.36415,                0.86179,                0.70467,                0.38235,                0.88607,              0.0011882,              0.0011882,              0.0011882
                     85,                0.44072,                0.29015,                0.83632,                0.53637,                0.24882,                0.85956,                0.96168,                0.88077,                0.95349,                0.79841,                0.57257,                0.36204,                 0.8563,                0.68522,                0.38275,                 0.8836,              0.0011783,              0.0011783,              0.0011783
                     86,                0.45083,                0.28663,                0.83733,                0.54927,                0.25217,                0.85671,                0.93693,                0.89103,                0.95639,                0.79428,                0.58846,                0.37354,                0.86012,                0.70663,                0.38613,                0.88762,              0.0011684,              0.0011684,              0.0011684
                     87,                0.47247,                0.30766,                0.82875,                  0.558,                0.23147,                0.84523,                0.85874,                0.87051,                0.92908,                0.75325,                0.65311,                0.44452,                0.89857,                0.78383,                0.52782,                0.94092,              0.0011585,              0.0011585,              0.0011585
                     88,                 0.4478,                  0.292,                0.81421,                0.54595,                0.22795,                0.83505,                0.87715,                 0.8141,                0.90481,                0.71718,                0.71359,                0.53945,                0.93606,                0.84472,                0.72249,                0.97818,              0.0011486,              0.0011486,              0.0011486
                     89,                0.47217,                0.30818,                0.85666,                0.55318,                0.26835,                0.87746,                0.85726,                0.81619,                0.89357,                0.69385,                0.74644,                0.55112,                0.95882,                0.88756,                0.72973,                 1.0086,              0.0011387,              0.0011387,              0.0011387
                     90,                0.48365,                0.29832,                0.83667,                0.54645,                0.22851,                0.84633,                   0.88,                0.81791,                0.89924,                 0.6781,                0.78148,                0.55556,                0.96755,                0.95179,                0.66134,                 1.0399,              0.0011288,              0.0011288,              0.0011288
                     91,                0.46677,                0.29288,                0.83016,                0.55684,                0.21678,                0.84921,                0.93483,                0.88269,                0.94705,                0.74232,                0.69491,                0.44022,                0.90805,                0.85578,                0.43921,                0.96283,              0.0011189,              0.0011189,              0.0011189
                     92,                0.45692,                0.29578,                0.82695,                0.54313,                0.22689,                0.84625,                0.96187,                0.90564,                0.95939,                0.78599,                0.60585,                0.39516,                0.87502,                0.74577,                0.38994,                0.91803,               0.001109,               0.001109,               0.001109
                     93,                0.44424,                0.29302,                0.83765,                 0.5409,                0.23541,                0.85953,                0.96841,                0.91282,                0.95916,                 0.7971,                0.58432,                0.37701,                0.86691,                0.70948,                 0.3704,                0.90188,              0.0010991,              0.0010991,              0.0010991
                     94,                0.44581,                0.28714,                0.82597,                0.52307,                0.21849,                 0.8411,                0.95548,                0.90799,                  0.959,                  0.792,                0.61241,                0.39405,                0.87703,                0.71714,                0.37232,                0.90748,              0.0010892,              0.0010892,              0.0010892
                     95,                0.46707,                0.29666,                0.84612,                 0.5591,                0.23276,                0.86324,                0.94187,                0.89328,                0.95341,                0.78166,                0.61052,                0.39451,                0.89006,                0.73746,                0.40633,                 0.9296,              0.0010793,              0.0010793,              0.0010793
                     96,                0.45981,                0.29212,                0.83725,                0.55162,                0.21925,                0.85183,                0.91248,                 0.9141,                0.94922,                0.77536,                  0.612,                0.39204,                0.89399,                0.75107,                0.40621,                 0.9396,              0.0010694,              0.0010694,              0.0010694
                     97,                0.43618,                0.27917,                0.83362,                0.48565,                0.21077,                0.84837,                 0.9304,                0.88974,                0.94765,                0.77297,                 0.6121,                0.39397,                0.89421,                0.73962,                0.39844,                  0.941,              0.0010595,              0.0010595,              0.0010595
                     98,                0.41782,                0.27025,                0.83135,                0.49443,                0.20472,                0.84737,                0.90739,                0.91026,                0.94947,                0.77254,                0.60229,                0.37659,                0.88176,                0.74179,                0.39284,                0.92569,              0.0010496,              0.0010496,              0.0010496
                     99,                0.41389,                0.27326,                0.82684,                0.50047,                 0.2077,                0.84374,                0.94742,                  0.901,                0.95257,                0.80439,                0.57549,                 0.3512,                0.86418,                0.68341,                0.35357,                0.89221,              0.0010397,              0.0010397,              0.0010397
